nombre,direccion,lat,lon,categoria,createdAt
Leandro Porras Sainz S.Coop.,"Via María Dolores Torralba 321 Piso 9 
Teruel, 04641",14.656208,-89.177181,"postres, italiana",2025-02-15T16:20:05.594137
Servicios Manso & Asociados S.Coop.,"Pasaje de Roldán Farré 88 Apt. 11 
Castellón, 24973",16.292249,-90.096635,"asiatica, mexicana",2025-02-02T13:42:58.906916
Logística Piñeiro S.Coop.,"Cañada de Jacobo Carretero 92 Apt. 56 
Cantabria, 28521",15.886838,-90.794749,"postres, italiana",2025-02-26T11:47:30.333952
Industrias Globales S.L.,"Plaza de Rita Villar 86 Piso 0 
Barcelona, 19859",14.224319,-89.652754,"asiatica, italiana",2025-04-02T20:52:04.270914
Familia Vilaplana S.Coop.,"Plaza de Calixta Izquierdo 315
León, 46638",14.804467,-91.401606,"italiana, asiatica",2025-01-12T23:17:06.296583
Cámara y asociados S.Com.,"Ronda Celestino Haro 50 Apt. 63 
Cáceres, 13711",15.847436,-89.385457,"postres, vegetariana",2025-02-13T17:58:50.975465
Talleres GTPP S.A.T.,"C. de Cipriano Quirós 81
Zamora, 39927",16.786238,-89.482959,"italiana, rapida",2025-02-19T12:22:50.773090
Restauración UZ S.L.,"Ronda Gracia Parra 170 Piso 3 
Baleares, 10047",17.592858,-89.957396,"rapida, asiatica",2025-02-21T01:32:59.808618
Compañía Pablo S.A.,"Vial de Álvaro Gilabert 7
Castellón, 17560",13.767906,-88.293302,"postres, rapida",2025-04-19T20:36:06.483238
Infraestructuras Cobos S.Com.,"Pasadizo de Rafaela Losa 6
Murcia, 23844",14.912749,-88.838983,"vegetariana, postres",2025-04-15T11:32:43.992402
Desarrollo VG S.Com.,"Plaza de Curro León 99
Lugo, 07634",14.940052,-88.888805,"mexicana, italiana",2025-04-13T12:46:30.138997
Zorrilla & Asociados S.L.,"Acceso Débora Velasco 23
Toledo, 44608",15.207361,-89.57068,"asiatica, mexicana",2025-03-07T07:27:48.733325
Valls y Rivero S.L.N.E,"Alameda Borja Berrocal 26
Palencia, 48981",15.600626,-89.558259,"rapida, vegetariana",2025-01-08T11:32:34.688700
Despacho Tello S.Coop.,"Camino Nayara Garcia 86 Apt. 26 
Cáceres, 29551",13.823481,-91.45434,"mexicana, rapida",2025-03-16T14:38:13.423437
Venceslás Galán Amorós S.A.,"Vial de Amalia Leal 14
Asturias, 46877",14.512698,-88.32414,"asiatica, rapida",2025-03-25T19:03:14.481904
Cifuentes y Toro S.Com.,"Pasadizo de Toño Anaya 56 Apt. 31 
La Coruña, 27334",15.841818,-90.813096,"mexicana, vegetariana",2025-02-14T10:27:45.328945
Grupo Valcárcel S.A.,"Glorieta Lucía Pacheco 10 Apt. 48 
La Coruña, 37341",16.675894,-91.755575,"asiatica, mexicana",2025-01-09T02:28:06.710527
Nevado y Pastor S.L.,"Vial Tito Duarte 67 Apt. 54 
Burgos, 13113",16.306203,-89.954119,"mexicana, asiatica",2025-03-23T07:58:46.575822
Grupo Tirado S.Coop.,"Calle de Remigio Villanueva 67
Teruel, 24364",15.572938,-88.568269,"rapida, asiatica",2025-03-01T08:15:37.181379
Grupo García S.L.,"Alameda Renato Maza 1
León, 21020",17.236285,-89.52135,"italiana, vegetariana",2025-01-12T23:18:36.854076
Valbuena y Monreal S.L.,"Callejón de Piedad Cabezas 15
Guipúzcoa, 33235",13.793715,-91.623579,"asiatica, postres",2025-04-20T18:47:15.347351
Inversiones Peñalver & Asociados S.L.N.E,"Paseo de Nayara Carretero 364
Teruel, 05046",15.233937,-89.915218,"postres, rapida",2025-04-07T21:00:26.328231
Servicios del Levante S.C.P,"Ronda Aureliano Ayuso 32
Soria, 22686",17.652203,-89.028742,"italiana, postres",2025-04-13T16:15:27.327103
Ureña y Crespo S.Com.,"Callejón Valentina Cabanillas 28 Piso 8 
Murcia, 40999",14.223844,-92.252098,"rapida, postres",2025-03-21T14:58:52.202815
Palomo y Piña S.A.,"Avenida Regina Girón 88
Lugo, 19039",17.295499,-89.280591,"asiatica, rapida",2025-04-22T10:29:37.657233
Farmaceútica Verdejo S.Coop.,"Callejón de Mario Sánchez 9
Ourense, 20436",16.315376,-89.153606,"rapida, postres",2025-03-16T11:48:21.992802
Comercial Integrales S.A.,"Pasadizo Martirio Guardiola 85 Apt. 42 
Alicante, 39449",14.614931,-91.079576,"rapida, postres",2025-01-25T14:45:15.356520
Compañía JKHO S.Coop.,"Glorieta de Eusebia Cañizares 31
La Rioja, 27420",14.083843,-91.078844,"asiatica, postres",2025-03-20T17:17:51.875766
Hnos Morera S.Com.,"Pasadizo Carlota Muñoz 21
Teruel, 08799",16.482013,-90.542895,"mexicana, asiatica",2025-03-13T21:15:04.574815
Familia Palmer S.A.,"Acceso de Salud Izquierdo 87
Segovia, 18888",16.092658,-89.330948,"italiana, postres",2025-01-08T07:11:34.942861
Hermanos Pallarès S.A.,"Ronda de Anunciación Vicente 1 Puerta 4 
Burgos, 25947",14.647555,-90.926709,"vegetariana, mexicana",2025-01-04T03:02:32.941011
Promociones MTZ S.L.N.E,"Via Edu Diego 51
Navarra, 35945",17.211717,-90.737352,"mexicana, italiana",2025-02-15T20:47:44.378515
Soluciones del Noroeste S.Coop.,"Callejón de Zoraida Nuñez 697 Apt. 65 
Alicante, 04720",15.033543,-89.979484,"rapida, mexicana",2025-02-09T03:01:05.175351
Instalaciones Luz S.L.L.,"Paseo Chus Buendía 70
Salamanca, 45930",17.420932,-90.488759,"mexicana, asiatica",2025-01-28T19:22:10.615487
Roura & Asociados S.A.,"Plaza Vanesa Aguilar 57 Puerta 9 
Baleares, 10840",16.474324,-90.600008,"asiatica, postres",2025-04-23T09:49:15.245089
Vila y Pomares S.A.,"Pasaje de Ángela Buendía 65 Piso 2 
Ourense, 45812",14.754401,-90.919051,"asiatica, vegetariana",2025-02-02T01:52:02.710944
Mendizábal y Real S.L.L.,"Pasaje de Arcelia Perelló 609 Apt. 98 
Palencia, 21504",13.729613,-90.019041,"vegetariana, postres",2025-03-09T09:12:37.580582
Hermanos Peñalver S.A.,"C. de María Cristina Cañete 11
Badajoz, 24868",16.930288,-91.127414,"vegetariana, rapida",2025-04-07T07:56:51.273319
Hnos Aragonés S.A.U,"Ronda de Alondra Tenorio 79
Toledo, 01347",16.89265,-89.623035,"mexicana, italiana",2025-02-18T00:00:05.645051
Compañía Barbero & Asociados S.L.U.,"Vial de Teófila Roura 32
Vizcaya, 35549",15.626714,-90.194454,"mexicana, italiana",2025-02-08T06:23:28.415149
Manufacturas XWNZ S.L.,"Calle Balduino Guijarro 17 Piso 8 
Segovia, 15370",13.919659,-89.272844,"italiana, postres",2025-04-19T21:15:32.798934
Inmobiliaria Hidalgo y asociados S.C.P,"Glorieta de Samu Navas 39
Toledo, 14435",16.414965,-89.281165,"rapida, mexicana",2025-02-12T10:55:41.322754
Infraestructuras Española S.L.N.E,"Ronda de Julio César Cadenas 15
Girona, 14860",15.258695,-90.758223,"postres, mexicana",2025-03-21T17:55:18.567340
Hermanos Marquez S.A.,"Via de Leoncio Vidal 96 Apt. 72 
La Rioja, 50970",15.138788,-90.698862,"rapida, mexicana",2025-04-21T21:32:57.970505
Industrias Castellana S.A.,"Avenida de Ciriaco Sánchez 61
Teruel, 13583",16.651247,-88.909998,"mexicana, postres",2025-02-18T11:11:08.338007
Jose Antonio Capdevila Tomás S.L.,"Alameda Eligio Calatayud 426
Álava, 38865",14.868832,-90.229532,"vegetariana, asiatica",2025-03-08T09:07:31.037082
Hnos Falcón S.L.N.E,"Urbanización Ciro Alvarez 99 Piso 8 
Cantabria, 22817",14.576691,-88.283277,"rapida, postres",2025-03-09T05:20:37.901272
Despacho AP S.L.N.E,"Alameda de Josep Solana 70 Piso 2 
Huesca, 28104",13.720862,-91.906243,"italiana, postres",2025-01-24T12:59:43.480862
Bayo y asociados S.A.,"Avenida Maura Bertrán 34
Murcia, 06166",16.173153,-91.060309,"asiatica, rapida",2025-02-05T04:57:18.579710
Comercial Hierro & Asociados S.Coop.,"Callejón de Toribio Iglesias 62
Ourense, 10127",15.324955,-88.322236,"italiana, rapida",2025-04-09T11:00:26.625527
Candelario Español Agustí S.Coop.,"Cañada Ileana Villaverde 82
Barcelona, 42784",14.552278,-88.778683,"mexicana, rapida",2025-02-26T22:44:28.805711
Logística Fernández & Asociados S.L.,"Calle de Rosa Leon 1 Puerta 9 
Valencia, 28718",14.969121,-88.511704,"rapida, asiatica",2025-03-03T05:27:45.898772
Ariel Batalla Soriano S.A.,"Pasaje de Marisol Luna 10
Guadalajara, 17616",17.334929,-89.725406,"mexicana, rapida",2025-03-19T15:02:13.157137
Compañía Iberia S.A.,"Urbanización Fabricio Salamanca 54 Puerta 5 
Ceuta, 34007",15.807802,-89.782445,"postres, vegetariana",2025-03-07T07:04:24.716995
Inversiones del Sur S.Com.,"Glorieta Eutropio Montaña 87 Puerta 4 
Cáceres, 42976",14.074599,-88.233949,"italiana, asiatica",2025-02-16T10:54:39.732910
Bernardino Pinto Maestre S.Coop.,"Cañada Plinio Macías 72 Apt. 55 
Málaga, 24806",16.450671,-89.842173,"rapida, italiana",2025-04-11T21:53:14.588391
Vall y asociados S.L.U.,"Callejón Agustina Segovia 64
Castellón, 47152",17.465674,-91.100194,"postres, vegetariana",2025-03-10T15:29:29.927090
Consultoría LC S.Coop.,"Rambla Cruz Roldán 8
Barcelona, 24361",16.317853,-90.007169,"italiana, vegetariana",2025-04-17T19:45:52.403349
Hilario Cabo Andrés S.A.,"Vial Ulises Moreno 28
Almería, 30135",15.135285,-90.287546,"mexicana, vegetariana",2025-02-02T00:26:08.527823
Carlos Agustí Palacio S.C.P,"Urbanización de Salud Baena 9
La Rioja, 27907",15.415714,-88.358399,"vegetariana, postres",2025-02-07T08:43:20.223299
Logística GX S.Com.,"Glorieta Rogelio Llorente 69
Ourense, 45558",17.448083,-89.049622,"postres, mexicana",2025-02-05T02:54:14.586839
Clemente & Asociados S.Com.,"Glorieta de Eutimio Pedrosa 29
Cádiz, 44331",15.912204,-89.150735,"italiana, vegetariana",2025-03-14T16:33:42.461353
Hnos Tapia S.A.,"Glorieta Ágata Castelló 7 Piso 2 
Barcelona, 23285",14.236149,-88.432122,"italiana, vegetariana",2025-03-31T03:39:09.431428
Aitor Baños Cerdá S.L.,"Cuesta Pío Villena 322 Piso 2 
Málaga, 22025",15.294863,-90.886441,"italiana, asiatica",2025-03-08T22:58:26.299745
Comercializadora del Sur S.Coop.,"Glorieta de Leandro Baena 93 Piso 7 
León, 30859",14.484668,-90.076487,"vegetariana, rapida",2025-04-13T14:40:03.750784
Tecnologías Ibérica S.Com.,"Paseo Paulina Ariza 86 Apt. 99 
Soria, 27486",15.514425,-89.866998,"asiatica, postres",2025-03-25T17:57:16.981115
Familia Estrada S.A.,"Rambla Haroldo Llabrés 970 Apt. 40 
Burgos, 25644",14.669197,-90.475252,"mexicana, vegetariana",2025-01-16T21:39:12.443880
Guardiola y asociados S.Com.,"Cuesta de Valerio Marcos 59 Apt. 88 
Jaén, 34777",15.154517,-89.814456,"rapida, asiatica",2025-03-27T13:41:11.588545
Familia Ferrando S.A.,"Cañada de Lourdes Zurita 8 Piso 5 
Guipúzcoa, 47501",15.007537,-91.42128,"italiana, rapida",2025-01-26T23:57:30.965744
Farmaceútica QVB S.A.,"Glorieta de Luz Tamarit 30
Melilla, 32061",14.346745,-90.974183,"mexicana, postres",2025-01-07T08:06:36.603716
Industrias Globales S.L.N.E,"C. Horacio Ariño 39 Puerta 5 
Lleida, 18784",13.884823,-88.771648,"postres, asiatica",2025-01-26T06:52:58.378344
Alsina y Manzanares S.Coop.,"Vial de Magdalena Carbonell 15
Alicante, 46065",17.097663,-90.701269,"rapida, asiatica",2025-03-08T16:42:23.774924
Berto Vicente Villanueva S.A.,"Urbanización Cesar Carro 72 Piso 3 
León, 17573",17.604438,-91.621862,"mexicana, vegetariana",2025-02-14T04:13:14.955026
Fuente y Pina S.Com.,"Paseo de Jenny Cabeza 87
Salamanca, 09022",16.875567,-91.348003,"vegetariana, asiatica",2025-02-23T05:27:37.480945
Montero & Asociados S.A.T.,"Cuesta Andrés Marin 214 Puerta 5 
Barcelona, 16568",15.363372,-90.947096,"italiana, mexicana",2025-01-27T18:14:20.222342
Industrias Españolas S.Com.,"Urbanización Víctor Checa 17
Baleares, 48543",17.063016,-89.48728,"rapida, italiana",2025-03-11T01:43:45.296357
Boix & Asociados S.A.,"Vial de Elena Aramburu 4 Piso 9 
Santa Cruz de Tenerife, 02320",17.072433,-90.231944,"italiana, postres",2025-04-19T00:50:11.849416
Flor Aragón Ferrándiz S.Coop.,"Urbanización de Nayara Abril 80
Santa Cruz de Tenerife, 33570",15.836563,-92.115472,"vegetariana, postres",2025-01-08T11:41:24.385262
Juan y Coloma S.L.,"Vial Eva María Osorio 99 Puerta 1 
Cantabria, 13444",15.420391,-91.107977,"rapida, italiana",2025-03-30T07:24:49.381884
Soluciones QC S.L.,"Urbanización de Teodora Bernal 5 Apt. 21 
Castellón, 04268",17.409312,-89.891638,"italiana, mexicana",2025-04-23T05:04:16.406459
Hermanos Baquero S.A.,"Cuesta de Caridad Cadenas 48
Barcelona, 15364",15.655452,-91.235816,"vegetariana, rapida",2025-02-01T03:18:45.793458
Jerez & Asociados S.L.,"Cuesta de Asunción Canals 22
Cáceres, 32137",15.464282,-88.552575,"italiana, postres",2025-02-16T21:33:08.717824
Nevado y Río S.L.L.,"Avenida Jennifer Iñiguez 7 Apt. 50 
Asturias, 19599",15.44672,-91.536323,"italiana, vegetariana",2025-01-22T03:41:11.253885
Hnos Carreño S.A.,"C. Lorenzo Montoya 38
Albacete, 45754",13.881547,-89.206309,"postres, asiatica",2025-03-06T16:40:49.119663
Desarrollo NGF S.Coop.,"Pasaje Abilio Cornejo 88 Puerta 8 
Zaragoza, 12995",17.046206,-90.639252,"vegetariana, postres",2025-03-12T15:04:02.825329
Industrias Pintor S.L.N.E,"Glorieta de Roxana Martí 25
Almería, 08980",15.960121,-90.624021,"asiatica, italiana",2025-01-22T16:57:09.915014
Valle & Asociados S.L.,"Acceso de Eloy Laguna 499 Apt. 87 
Castellón, 01860",16.317742,-88.597943,"italiana, postres",2025-03-27T19:09:22.792141
Bravo y Yáñez S.L.N.E,"Rambla Susana Bastida 26
Palencia, 44939",16.930098,-91.058939,"vegetariana, asiatica",2025-03-20T21:42:42.842394
Hnos Carrasco S.A.,"Callejón de Silvio Soria 18 Apt. 49 
Badajoz, 29558",16.168929,-91.419085,"vegetariana, mexicana",2025-04-01T06:06:41.891028
Inversiones Ibéricos S.Com.,"Paseo Néstor Sabater 27 Piso 7 
Guadalajara, 22912",17.164879,-90.594466,"postres, rapida",2025-02-16T07:26:35.378630
Iriarte y Gutiérrez S.A.,"Urbanización de Custodio Cabrero 78 Apt. 99 
Teruel, 43289",13.705205,-88.958818,"asiatica, vegetariana",2025-03-13T07:32:19.088158
Francisco y Infante S.A.,"Plaza Odalis Luna 124 Apt. 52 
León, 51275",14.994179,-92.298673,"italiana, mexicana",2025-01-24T10:11:00.216146
Comercial IQ S.L.N.E,"Cañada Montserrat Tejada 6
Guipúzcoa, 37507",16.103096,-89.079842,"rapida, mexicana",2025-04-18T03:45:42.583039
Talavera y Guillén S.Coop.,"Camino de Victor Manuel Egea 918
Segovia, 36005",16.938256,-92.252597,"italiana, postres",2025-01-29T06:49:45.889782
Jose Antonio Mancebo Granados S.A.,"Glorieta de Leoncio Prado 886 Piso 8 
Almería, 07100",14.455874,-91.093356,"vegetariana, rapida",2025-04-22T03:40:47.895557
Despacho Cañas y asociados S.A.,"Pasaje de Saturnina Crespi 1 Puerta 5 
La Rioja, 51993",14.088175,-90.077893,"vegetariana, asiatica",2025-03-04T00:03:14.944901
Hnos Llano S.A.T.,"Via Calista Somoza 86
Cáceres, 38460",13.924676,-89.234538,"postres, italiana",2025-01-31T08:55:36.380856
Comercializadora Baños y asociados S.A.T.,"Cuesta Luciana Barbero 73
Cádiz, 04385",16.150723,-89.8089,"asiatica, italiana",2025-04-20T20:52:44.390011
Corbacho y Valdés S.A.,"Camino Cándida Romeu 64 Apt. 71 
Burgos, 16262",14.47774,-90.655195,"postres, vegetariana",2025-03-08T17:53:50.209609
Cañas y asociados S.L.,"Alameda de Vicente Raya 311 Apt. 05 
Guadalajara, 45983",13.848346,-90.839409,"italiana, asiatica",2025-02-05T18:10:10.154688
Comercial Integrales S.A.,"Pasadizo Álvaro Cruz 80
Pontevedra, 48036",14.089044,-88.966786,"asiatica, mexicana",2025-01-25T05:50:12.819824
Echeverría y asociados S.A.,"Urbanización Javiera Contreras 290 Puerta 7 
Alicante, 26986",17.116588,-89.936808,"asiatica, rapida",2025-01-23T17:48:26.162327
Consultoría WQQC S.Coop.,"Callejón Eulalia Mínguez 31 Puerta 4 
Zaragoza, 15295",14.034084,-90.524292,"postres, rapida",2025-03-27T14:50:04.361569
Comercial Pedro y asociados S.L.,"Via Carla Serra 42
Guadalajara, 07675",14.014892,-92.268074,"italiana, vegetariana",2025-03-06T01:11:59.713954
Azorin y asociados S.L.N.E,"Callejón de Amancio Pascual 938
Ciudad, 13882",16.202311,-91.694827,"mexicana, postres",2025-01-24T17:27:14.246655
Hernando Gras Morera S.L.,"Camino Bernarda Nicolás 581 Puerta 8 
Guadalajara, 41307",16.779976,-88.414327,"asiatica, vegetariana",2025-02-07T18:18:14.999109
Nogués y asociados S.Coop.,"Rambla Óscar Flor 1 Piso 3 
Girona, 31356",13.770818,-88.534523,"postres, italiana",2025-01-05T07:26:47.023454
Benito Marin Checa S.Coop.,"Vial Estela Manzanares 77 Apt. 37 
Vizcaya, 40480",16.160667,-91.95671,"asiatica, mexicana",2025-03-06T15:32:40.371913
Banca Privada Integrales S.L.,"Plaza Heliodoro Santiago 50
Palencia, 07428",14.550896,-91.723962,"mexicana, vegetariana",2025-03-25T07:07:26.304832
Alfonso Mármol Sarabia S.Coop.,"Plaza Anna Azorin 27
Las Palmas, 11887",16.063599,-91.630907,"mexicana, italiana",2025-04-03T16:28:57.573393
Logística Pedrero S.Coop.,"Urbanización Eustaquio Castellanos 21
Tarragona, 34216",16.006404,-88.437749,"vegetariana, italiana",2025-02-27T09:41:56.062631
Servicios STA S.L.,"Rambla de María Jesús Iriarte 7 Puerta 5 
Huelva, 46728",16.429474,-88.430956,"mexicana, rapida",2025-03-31T20:16:31.397951
Verdugo y Benavent S.L.,"Plaza de Prudencio Girona 57
Santa Cruz de Tenerife, 14903",17.278407,-92.000529,"rapida, postres",2025-01-05T16:46:57.303187
Comercial LEP S.A.U,"Avenida de Ruperta Gomez 307 Piso 7 
Sevilla, 22125",15.189183,-90.021748,"rapida, mexicana",2025-04-06T12:32:39.494858
Restauración Globales S.Com.,"Rambla Alicia Cabello 32 Piso 3 
Tarragona, 11571",16.637027,-91.254965,"italiana, rapida",2025-03-24T12:29:44.016573
Flores y Álvarez S.L.N.E,"C. Chita Barroso 48 Piso 8 
Zamora, 33256",15.337649,-92.019998,"mexicana, rapida",2025-02-27T06:17:55.546310
Hermanos Corral S.Com.,"Alameda Wilfredo Galán 34
Valladolid, 08633",16.934872,-89.263309,"postres, italiana",2025-04-16T14:54:38.754935
Manufacturas del Sur S.Coop.,"Callejón de Manu Alvarado 6
Palencia, 38289",16.363633,-88.540915,"rapida, asiatica",2025-02-25T02:05:08.818226
Hotel Blanch y asociados S.A.,"Plaza Irene Solano 66
Alicante, 27597",17.786228,-90.780547,"italiana, rapida",2025-02-11T17:44:55.791713
Alimentación Iberia S.L.,"Paseo de Marianela Quirós 42
Almería, 20873",15.003804,-89.537526,"mexicana, italiana",2025-01-16T08:32:53.715329
Hermanos Cuesta S.A.,"Callejón Faustino Vélez 68 Apt. 13 
Lugo, 10031",14.183307,-90.530351,"postres, italiana",2025-02-03T09:42:10.138590
Grupo Chico S.L.,"Alameda de Espiridión Barón 732 Puerta 4 
Sevilla, 25576",15.922374,-88.613209,"postres, mexicana",2025-02-04T14:43:03.614853
Banca Privada EM S.L.N.E,"Alameda de Zaida Vizcaíno 85 Apt. 78 
Barcelona, 01842",17.240266,-89.387132,"mexicana, asiatica",2025-02-28T20:14:53.302800
Talleres Uría S.Coop.,"Camino José Antonio Vizcaíno 8
Burgos, 27351",17.159401,-88.502723,"mexicana, italiana",2025-02-26T19:09:10.913296
Familia Salvà S.Com.,"Acceso de Leopoldo Sanmiguel 40 Puerta 1 
Santa Cruz de Tenerife, 46503",14.44665,-90.835573,"postres, asiatica",2025-04-06T09:39:33.165675
Minería JWL S.L.,"Rambla Amancio Alfonso 19
Tarragona, 40038",16.852843,-89.918682,"mexicana, italiana",2025-02-22T00:48:04.970516
Hermanos Salazar S.Com.,"Calle de Celia Valle 40 Piso 2 
Zaragoza, 38573",15.459683,-91.682362,"italiana, vegetariana",2025-01-24T03:41:03.513390
Compañía Alegria y asociados S.Coop.,"Ronda de Faustino Barba 973
Ceuta, 10098",17.045576,-90.902541,"rapida, asiatica",2025-01-19T23:20:37.922345
Posada & Asociados S.L.,"Ronda de Remedios Vara 35
Málaga, 07258",16.398232,-90.229929,"asiatica, italiana",2025-02-08T17:46:57.239299
Tecnologías Melero & Asociados S.L.,"Acceso de Matías Gárate 135 Piso 5 
Asturias, 13375",17.167856,-88.68596,"postres, rapida",2025-03-31T12:16:28.144789
Hnos Lledó S.L.N.E,"Camino de Eligio Acedo 32
Vizcaya, 10469",16.29639,-89.960046,"rapida, asiatica",2025-01-27T12:58:37.821650
